asset_id,maintenance_date,maintenance_type,technician,work_performed,parts_replaced,downtime_hours,cost_aud,notes
MCE-0012,2024-12-20,Cooling system service,Emma Thompson,Performed inverter firmware update,Oil filter,1.6,24502.11,Completed successfully
MCE-0040,2024-12-19,Blade adjustment,David Martinez,Performed oil change,None,7.5,13068.01,Completed successfully
MCE-0052,2024-12-18,Vibration sensor calibration,David Martinez,Performed oil change,Oil filter,6.4,24501.36,Completed successfully
MCE-0058,2024-12-11,Inverter firmware update,Emma Thompson,Performed oil change,Sensor module,2.3,14179.19,Completed successfully
MCE-0020,2024-12-11,Inverter firmware update,Sarah Williams,Performed blade adjustment,None,1.7,16933.34,Completed successfully
MCE-0035,2024-12-08,Vibration sensor calibration,David Martinez,Performed bearing replacement,None,2.7,14814.86,Follow-up required
MCE-0018,2024-12-08,Vibration sensor calibration,Michael O'Donnell,Performed blade adjustment,Bearing kit,6.9,15545.0,Completed successfully
MCE-0071,2024-12-08,Oil change,James Chen,Performed oil change,Oil filter,3.2,1498.06,Completed successfully
MCE-0043,2024-12-08,Vibration sensor calibration,Emma Thompson,Performed oil change,Blade components,8.0,24560.04,Completed successfully
MCE-0067,2024-12-08,Oil change,James Chen,Performed oil change,Oil filter,7.6,4107.01,Completed successfully
MCE-0066,2024-12-07,Oil change,Emma Thompson,Performed bearing replacement,Oil filter,7.6,5602.02,Completed successfully
MCE-0072,2024-12-04,Blade adjustment,Sarah Williams,Performed blade adjustment,Oil filter,2.7,6534.1,Completed successfully
MCE-0075,2024-12-03,Blade adjustment,Sarah Williams,Performed vibration sensor calibration,Sensor module,1.2,21878.87,Completed successfully
MCE-0002,2024-11-28,Oil change,David Martinez,Performed bearing replacement,Bearing kit,3.7,23860.41,Completed successfully
MCE-0049,2024-11-22,Oil change,Emma Thompson,Performed bearing replacement,Bearing kit,4.5,15735.5,Follow-up required
MCE-0082,2024-11-14,Cooling system service,David Martinez,Performed scheduled inspection,None,4.0,5528.53,Completed successfully
MCE-0053,2024-11-14,Scheduled inspection,James Chen,Performed scheduled inspection,Bearing kit,4.6,9734.13,Completed successfully
MCE-0004,2024-11-14,Bearing replacement,James Chen,Performed inverter firmware update,Oil filter,6.8,18675.91,Completed successfully
MCE-0019,2024-11-13,Inverter firmware update,James Chen,Performed blade adjustment,Oil filter,1.3,695.41,Completed successfully
MCE-0079,2024-11-12,Inverter firmware update,Michael O'Donnell,Performed vibration sensor calibration,Sensor module,6.5,12774.09,Completed successfully
MCE-0035,2024-11-07,Scheduled inspection,David Martinez,Performed blade adjustment,Bearing kit,3.0,7975.47,Completed successfully
MCE-0010,2024-11-06,Cooling system service,Sarah Williams,Performed oil change,Oil filter,3.7,2634.14,Completed successfully
MCE-0069,2024-11-05,Scheduled inspection,Emma Thompson,Performed cooling system service,Sensor module,1.0,22083.92,Completed successfully
MCE-0003,2024-11-01,Oil change,James Chen,Performed scheduled inspection,Oil filter,7.9,2696.64,Completed successfully
MCE-0051,2024-10-30,Inverter firmware update,Michael O'Donnell,Performed oil change,Oil filter,3.2,2774.65,Completed successfully
MCE-0080,2024-10-30,Vibration sensor calibration,Sarah Williams,Performed vibration sensor calibration,Blade components,4.8,7381.41,Completed successfully
MCE-0010,2024-10-27,Blade adjustment,David Martinez,Performed oil change,Bearing kit,2.7,21395.17,Completed successfully
MCE-0074,2024-10-23,Scheduled inspection,James Chen,Performed oil change,Blade components,7.3,8227.42,Completed successfully
MCE-0023,2024-10-21,Scheduled inspection,Sarah Williams,Performed blade adjustment,Sensor module,3.6,11303.84,Completed successfully
MCE-0100,2024-10-20,Bearing replacement,Emma Thompson,Performed emergency repair,Bearing kit,2.9,1822.23,Completed successfully
MCE-0024,2024-10-19,Inverter firmware update,Emma Thompson,Performed oil change,Oil filter,0.7,7135.9,Completed successfully
MCE-0072,2024-10-19,Bearing replacement,Sarah Williams,Performed inverter firmware update,Sensor module,1.2,22052.74,Follow-up required
MCE-0038,2024-10-17,Blade adjustment,Michael O'Donnell,Performed scheduled inspection,None,6.7,24251.5,Completed successfully
MCE-0068,2024-10-15,Scheduled inspection,Michael O'Donnell,Performed oil change,Bearing kit,6.8,23906.17,Follow-up required
MCE-0084,2024-10-14,Emergency repair,James Chen,Performed emergency repair,Bearing kit,4.5,20647.78,Completed successfully
MCE-0028,2024-10-14,Inverter firmware update,Sarah Williams,Performed emergency repair,None,4.1,19972.36,Completed successfully
MCE-0080,2024-10-13,Vibration sensor calibration,David Martinez,Performed bearing replacement,Sensor module,5.4,22115.57,Follow-up required
MCE-0048,2024-10-12,Blade adjustment,Emma Thompson,Performed inverter firmware update,None,3.9,20820.3,Follow-up required
MCE-0084,2024-10-11,Bearing replacement,Sarah Williams,Performed cooling system service,Sensor module,5.7,16173.47,Completed successfully
MCE-0036,2024-10-06,Emergency repair,Michael O'Donnell,Performed bearing replacement,Blade components,3.1,24614.08,Completed successfully
MCE-0098,2024-10-06,Scheduled inspection,Sarah Williams,Performed cooling system service,Oil filter,0.7,6926.16,Completed successfully
MCE-0086,2024-09-30,Bearing replacement,Emma Thompson,Performed scheduled inspection,Oil filter,8.0,10821.34,Completed successfully
MCE-0049,2024-09-23,Oil change,Michael O'Donnell,Performed scheduled inspection,Bearing kit,6.5,5796.6,Completed successfully
MCE-0031,2024-09-21,Blade adjustment,David Martinez,Performed scheduled inspection,Sensor module,4.6,4465.05,Completed successfully
MCE-0046,2024-09-17,Bearing replacement,Michael O'Donnell,Performed vibration sensor calibration,None,2.3,12439.91,Completed successfully
MCE-0089,2024-09-16,Bearing replacement,Michael O'Donnell,Performed blade adjustment,Blade components,4.5,5145.19,Completed successfully
MCE-0020,2024-09-12,Blade adjustment,Michael O'Donnell,Performed emergency repair,Sensor module,1.9,10461.15,Completed successfully
MCE-0062,2024-09-07,Emergency repair,Emma Thompson,Performed bearing replacement,Blade components,2.0,8801.78,Completed successfully
MCE-0086,2024-09-03,Cooling system service,David Martinez,Performed emergency repair,Bearing kit,1.1,768.32,Completed successfully
MCE-0050,2024-09-02,Cooling system service,Michael O'Donnell,Performed vibration sensor calibration,Bearing kit,8.0,3218.5,Completed successfully
MCE-0027,2024-08-31,Blade adjustment,Sarah Williams,Performed emergency repair,Oil filter,1.7,9337.56,Completed successfully
MCE-0004,2024-08-31,Inverter firmware update,James Chen,Performed emergency repair,None,3.4,5310.51,Completed successfully
MCE-0052,2024-08-30,Emergency repair,David Martinez,Performed vibration sensor calibration,Blade components,5.6,3609.09,Completed successfully
MCE-0079,2024-08-29,Emergency repair,David Martinez,Performed scheduled inspection,Oil filter,3.2,7688.84,Completed successfully
MCE-0063,2024-08-24,Oil change,Michael O'Donnell,Performed blade adjustment,Bearing kit,5.2,21709.71,Completed successfully
MCE-0071,2024-08-22,Scheduled inspection,David Martinez,Performed blade adjustment,Oil filter,7.2,9038.15,Completed successfully
MCE-0054,2024-08-22,Cooling system service,David Martinez,Performed oil change,Blade components,7.7,8071.63,Completed successfully
MCE-0067,2024-08-21,Oil change,Sarah Williams,Performed emergency repair,Oil filter,7.0,18864.69,Completed successfully
MCE-0055,2024-08-20,Scheduled inspection,James Chen,Performed cooling system service,Oil filter,2.9,6359.75,Completed successfully
MCE-0018,2024-08-16,Inverter firmware update,Sarah Williams,Performed inverter firmware update,Sensor module,6.4,19896.82,Completed successfully
MCE-0080,2024-08-16,Inverter firmware update,Sarah Williams,Performed emergency repair,Bearing kit,3.5,9691.82,Completed successfully
MCE-0084,2024-08-15,Oil change,Emma Thompson,Performed inverter firmware update,Oil filter,0.7,18090.1,Completed successfully
MCE-0086,2024-08-11,Inverter firmware update,Michael O'Donnell,Performed blade adjustment,Sensor module,6.5,9846.39,Completed successfully
MCE-0046,2024-08-09,Scheduled inspection,Michael O'Donnell,Performed bearing replacement,Bearing kit,1.9,14225.3,Follow-up required
MCE-0008,2024-08-08,Oil change,Emma Thompson,Performed bearing replacement,Sensor module,0.9,16858.6,Completed successfully
MCE-0032,2024-08-07,Blade adjustment,James Chen,Performed oil change,None,5.1,23934.8,Completed successfully
MCE-0055,2024-08-06,Scheduled inspection,Sarah Williams,Performed bearing replacement,Blade components,1.6,3875.43,Completed successfully
MCE-0085,2024-07-27,Blade adjustment,David Martinez,Performed inverter firmware update,Oil filter,6.6,17585.68,Completed successfully
MCE-0055,2024-07-24,Vibration sensor calibration,Emma Thompson,Performed emergency repair,Oil filter,5.9,2839.52,Completed successfully
MCE-0012,2024-07-19,Bearing replacement,Sarah Williams,Performed scheduled inspection,None,5.5,6113.32,Completed successfully
MCE-0018,2024-07-19,Emergency repair,Michael O'Donnell,Performed blade adjustment,Blade components,7.1,21988.3,Completed successfully
MCE-0064,2024-07-18,Emergency repair,Emma Thompson,Performed inverter firmware update,Oil filter,4.2,20596.44,Completed successfully
MCE-0087,2024-07-17,Vibration sensor calibration,Emma Thompson,Performed oil change,Oil filter,7.7,6155.12,Follow-up required
MCE-0059,2024-07-17,Inverter firmware update,James Chen,Performed bearing replacement,Bearing kit,5.5,15505.25,Completed successfully
MCE-0079,2024-07-15,Vibration sensor calibration,James Chen,Performed emergency repair,Sensor module,6.9,2952.13,Completed successfully
MCE-0082,2024-07-08,Bearing replacement,David Martinez,Performed scheduled inspection,Blade components,3.9,16352.55,Completed successfully
MCE-0005,2024-07-07,Emergency repair,Sarah Williams,Performed cooling system service,Bearing kit,3.2,6278.33,Completed successfully
MCE-0095,2024-07-06,Blade adjustment,James Chen,Performed bearing replacement,Oil filter,5.6,22806.48,Completed successfully
MCE-0034,2024-07-01,Vibration sensor calibration,Michael O'Donnell,Performed bearing replacement,Blade components,2.0,15402.43,Completed successfully
MCE-0079,2024-06-26,Blade adjustment,Emma Thompson,Performed inverter firmware update,Sensor module,6.3,2405.35,Completed successfully
MCE-0042,2024-06-25,Oil change,Michael O'Donnell,Performed vibration sensor calibration,Sensor module,6.0,13107.69,Completed successfully
MCE-0063,2024-06-23,Inverter firmware update,David Martinez,Performed bearing replacement,Oil filter,0.7,7884.98,Completed successfully
MCE-0056,2024-06-22,Scheduled inspection,Sarah Williams,Performed vibration sensor calibration,Oil filter,0.8,8992.94,Completed successfully
MCE-0035,2024-06-20,Scheduled inspection,James Chen,Performed oil change,Sensor module,4.5,6690.24,Completed successfully
MCE-0035,2024-06-20,Cooling system service,James Chen,Performed oil change,Blade components,6.5,21958.04,Completed successfully
MCE-0036,2024-06-14,Bearing replacement,David Martinez,Performed inverter firmware update,Blade components,1.9,11237.74,Completed successfully
MCE-0087,2024-06-12,Blade adjustment,Emma Thompson,Performed cooling system service,Oil filter,6.8,22339.23,Completed successfully
MCE-0036,2024-06-11,Vibration sensor calibration,Emma Thompson,Performed scheduled inspection,Blade components,6.2,22892.52,Completed successfully
MCE-0001,2024-06-10,Oil change,Sarah Williams,Performed oil change,Oil filter,0.9,2672.67,Completed successfully
MCE-0040,2024-06-08,Bearing replacement,Emma Thompson,Performed bearing replacement,Sensor module,4.9,17707.03,Completed successfully
MCE-0029,2024-06-03,Scheduled inspection,James Chen,Performed bearing replacement,Blade components,3.0,14128.66,Follow-up required
MCE-0049,2024-06-02,Oil change,Sarah Williams,Performed inverter firmware update,Bearing kit,2.5,22306.81,Completed successfully
MCE-0033,2024-06-01,Cooling system service,Emma Thompson,Performed oil change,Bearing kit,7.9,20636.76,Completed successfully
MCE-0021,2024-05-28,Blade adjustment,Emma Thompson,Performed vibration sensor calibration,Blade components,6.1,17032.53,Completed successfully
MCE-0019,2024-05-27,Cooling system service,Sarah Williams,Performed inverter firmware update,None,3.3,12079.13,Completed successfully
MCE-0022,2024-05-26,Blade adjustment,Michael O'Donnell,Performed scheduled inspection,Oil filter,2.2,19951.51,Completed successfully
MCE-0027,2024-05-26,Emergency repair,James Chen,Performed inverter firmware update,Blade components,6.8,12727.85,Completed successfully
MCE-0075,2024-05-25,Emergency repair,Emma Thompson,Performed scheduled inspection,None,4.2,9863.99,Completed successfully
MCE-0083,2024-05-25,Oil change,Sarah Williams,Performed bearing replacement,None,0.9,16373.84,Completed successfully
MCE-0034,2024-05-25,Bearing replacement,Emma Thompson,Performed emergency repair,Oil filter,2.7,11729.22,Completed successfully
MCE-0089,2024-05-20,Blade adjustment,James Chen,Performed inverter firmware update,Blade components,1.0,7862.72,Follow-up required
MCE-0012,2024-05-20,Bearing replacement,David Martinez,Performed cooling system service,Oil filter,0.6,16669.79,Completed successfully
MCE-0080,2024-05-20,Emergency repair,Emma Thompson,Performed bearing replacement,Sensor module,2.2,12877.13,Completed successfully
MCE-0057,2024-05-19,Oil change,Sarah Williams,Performed emergency repair,None,7.9,21377.19,Completed successfully
MCE-0049,2024-05-19,Vibration sensor calibration,David Martinez,Performed vibration sensor calibration,Bearing kit,5.7,5770.25,Completed successfully
MCE-0100,2024-05-15,Emergency repair,David Martinez,Performed inverter firmware update,Bearing kit,5.8,24231.41,Completed successfully
MCE-0015,2024-05-12,Blade adjustment,James Chen,Performed bearing replacement,None,3.0,5115.21,Completed successfully
MCE-0010,2024-05-11,Oil change,Michael O'Donnell,Performed emergency repair,Oil filter,1.4,1148.51,Completed successfully
MCE-0029,2024-05-11,Inverter firmware update,Sarah Williams,Performed scheduled inspection,Bearing kit,6.5,4852.7,Completed successfully
MCE-0016,2024-05-11,Vibration sensor calibration,Emma Thompson,Performed vibration sensor calibration,Sensor module,4.8,15030.6,Completed successfully
MCE-0041,2024-05-09,Blade adjustment,Sarah Williams,Performed vibration sensor calibration,Oil filter,4.9,14602.0,Completed successfully
MCE-0001,2024-05-04,Emergency repair,Emma Thompson,Performed oil change,Bearing kit,3.4,13160.72,Completed successfully
MCE-0045,2024-05-03,Scheduled inspection,Emma Thompson,Performed scheduled inspection,Sensor module,2.0,16996.7,Follow-up required
MCE-0047,2024-04-25,Blade adjustment,James Chen,Performed vibration sensor calibration,Blade components,6.5,10750.53,Completed successfully
MCE-0009,2024-04-23,Oil change,Sarah Williams,Performed cooling system service,Sensor module,6.0,4817.35,Completed successfully
MCE-0005,2024-04-18,Inverter firmware update,Sarah Williams,Performed bearing replacement,Blade components,6.9,16087.69,Completed successfully
MCE-0039,2024-04-17,Cooling system service,David Martinez,Performed cooling system service,Oil filter,1.9,16880.54,Completed successfully
MCE-0080,2024-04-17,Scheduled inspection,James Chen,Performed blade adjustment,None,4.5,6915.33,Completed successfully
MCE-0093,2024-04-17,Emergency repair,Michael O'Donnell,Performed inverter firmware update,Blade components,3.4,9460.76,Completed successfully
MCE-0070,2024-04-09,Bearing replacement,David Martinez,Performed blade adjustment,Blade components,2.2,11819.42,Completed successfully
MCE-0038,2024-04-08,Cooling system service,David Martinez,Performed blade adjustment,Blade components,3.8,4682.7,Completed successfully
MCE-0040,2024-04-05,Blade adjustment,Michael O'Donnell,Performed blade adjustment,None,6.6,19714.1,Follow-up required
MCE-0067,2024-04-04,Emergency repair,Emma Thompson,Performed inverter firmware update,Bearing kit,2.9,17204.38,Completed successfully
MCE-0090,2024-04-04,Vibration sensor calibration,Michael O'Donnell,Performed oil change,Oil filter,2.7,778.23,Completed successfully
MCE-0072,2024-04-02,Scheduled inspection,Sarah Williams,Performed vibration sensor calibration,Blade components,4.3,14082.41,Completed successfully
MCE-0099,2024-03-31,Blade adjustment,David Martinez,Performed bearing replacement,Bearing kit,4.7,15950.23,Completed successfully
MCE-0064,2024-03-30,Blade adjustment,Michael O'Donnell,Performed bearing replacement,Bearing kit,0.5,918.36,Completed successfully
MCE-0027,2024-03-28,Scheduled inspection,Michael O'Donnell,Performed emergency repair,Bearing kit,6.5,752.95,Completed successfully
MCE-0006,2024-03-28,Emergency repair,Emma Thompson,Performed inverter firmware update,Sensor module,7.6,9332.07,Completed successfully
MCE-0097,2024-03-28,Scheduled inspection,Emma Thompson,Performed blade adjustment,Bearing kit,3.5,6348.3,Completed successfully
MCE-0072,2024-03-27,Cooling system service,James Chen,Performed bearing replacement,Blade components,7.1,6042.93,Completed successfully
MCE-0072,2024-03-23,Vibration sensor calibration,Michael O'Donnell,Performed oil change,Bearing kit,1.4,6446.81,Completed successfully
MCE-0090,2024-03-23,Emergency repair,Sarah Williams,Performed inverter firmware update,Bearing kit,2.8,19987.37,Completed successfully
MCE-0015,2024-03-20,Oil change,Sarah Williams,Performed bearing replacement,Oil filter,0.8,3465.76,Follow-up required
MCE-0049,2024-03-19,Blade adjustment,Emma Thompson,Performed vibration sensor calibration,Oil filter,1.0,9329.58,Completed successfully
MCE-0018,2024-03-19,Vibration sensor calibration,Michael O'Donnell,Performed inverter firmware update,None,5.4,6576.34,Completed successfully
MCE-0059,2024-03-15,Inverter firmware update,David Martinez,Performed oil change,Bearing kit,4.5,7292.07,Completed successfully
MCE-0012,2024-03-14,Blade adjustment,Michael O'Donnell,Performed scheduled inspection,None,2.3,22478.68,Completed successfully
MCE-0096,2024-03-11,Blade adjustment,David Martinez,Performed inverter firmware update,None,7.1,12404.98,Completed successfully
MCE-0001,2024-03-10,Blade adjustment,Emma Thompson,Performed blade adjustment,Bearing kit,4.6,9698.22,Completed successfully
MCE-0085,2024-03-09,Emergency repair,Sarah Williams,Performed scheduled inspection,Sensor module,2.4,15377.83,Completed successfully
MCE-0042,2024-03-08,Oil change,James Chen,Performed bearing replacement,Blade components,5.0,16757.49,Completed successfully
MCE-0013,2024-03-05,Cooling system service,Emma Thompson,Performed inverter firmware update,Bearing kit,4.8,16927.87,Completed successfully
MCE-0037,2024-03-01,Vibration sensor calibration,Emma Thompson,Performed oil change,Sensor module,7.5,19318.9,Completed successfully
MCE-0003,2024-02-29,Blade adjustment,Emma Thompson,Performed emergency repair,None,3.2,22625.79,Follow-up required
MCE-0067,2024-02-29,Inverter firmware update,Sarah Williams,Performed vibration sensor calibration,Bearing kit,4.9,21635.05,Completed successfully
MCE-0012,2024-02-26,Oil change,Sarah Williams,Performed oil change,Sensor module,3.5,9737.16,Completed successfully
MCE-0039,2024-02-25,Oil change,Michael O'Donnell,Performed bearing replacement,None,1.4,12807.75,Completed successfully
MCE-0067,2024-02-24,Scheduled inspection,David Martinez,Performed oil change,None,2.0,10743.94,Follow-up required
MCE-0046,2024-02-24,Bearing replacement,James Chen,Performed vibration sensor calibration,Sensor module,2.3,23934.71,Completed successfully
MCE-0092,2024-02-24,Bearing replacement,Michael O'Donnell,Performed cooling system service,None,1.9,6766.93,Completed successfully
MCE-0023,2024-02-23,Cooling system service,Sarah Williams,Performed scheduled inspection,Oil filter,2.6,9569.78,Follow-up required
MCE-0070,2024-02-22,Scheduled inspection,Michael O'Donnell,Performed vibration sensor calibration,Bearing kit,1.4,11045.95,Completed successfully
MCE-0038,2024-02-22,Blade adjustment,James Chen,Performed oil change,Blade components,0.9,18655.05,Completed successfully
MCE-0016,2024-02-20,Emergency repair,Emma Thompson,Performed inverter firmware update,Sensor module,4.7,11674.32,Completed successfully
MCE-0099,2024-02-20,Emergency repair,Michael O'Donnell,Performed cooling system service,Sensor module,6.6,24546.32,Completed successfully
MCE-0052,2024-02-16,Bearing replacement,Emma Thompson,Performed scheduled inspection,Oil filter,1.3,14586.83,Completed successfully
MCE-0057,2024-02-16,Bearing replacement,Sarah Williams,Performed scheduled inspection,Sensor module,7.6,18025.59,Follow-up required
MCE-0047,2024-02-16,Bearing replacement,Sarah Williams,Performed cooling system service,Blade components,6.1,11615.03,Completed successfully
MCE-0087,2024-02-14,Cooling system service,Sarah Williams,Performed vibration sensor calibration,Sensor module,4.3,2439.4,Completed successfully
MCE-0010,2024-02-13,Blade adjustment,Sarah Williams,Performed oil change,Oil filter,1.6,17484.01,Completed successfully
MCE-0019,2024-02-06,Bearing replacement,Sarah Williams,Performed bearing replacement,Oil filter,6.0,11806.04,Completed successfully
MCE-0048,2024-02-05,Emergency repair,Emma Thompson,Performed oil change,Bearing kit,2.5,7347.71,Follow-up required
MCE-0059,2024-02-05,Oil change,Michael O'Donnell,Performed inverter firmware update,Blade components,6.4,921.2,Completed successfully
MCE-0009,2024-02-03,Oil change,Emma Thompson,Performed bearing replacement,Bearing kit,7.5,9503.45,Completed successfully
MCE-0018,2024-02-01,Oil change,David Martinez,Performed vibration sensor calibration,Oil filter,2.9,1713.86,Completed successfully
MCE-0028,2024-01-31,Oil change,James Chen,Performed vibration sensor calibration,Bearing kit,7.1,9057.6,Follow-up required
MCE-0076,2024-01-30,Blade adjustment,David Martinez,Performed oil change,Sensor module,5.7,17909.74,Completed successfully
MCE-0076,2024-01-23,Inverter firmware update,Sarah Williams,Performed cooling system service,Sensor module,1.1,14847.25,Completed successfully
MCE-0039,2024-01-22,Inverter firmware update,David Martinez,Performed bearing replacement,Sensor module,3.9,8027.78,Completed successfully
MCE-0097,2024-01-21,Blade adjustment,James Chen,Performed oil change,None,1.1,13598.2,Follow-up required
MCE-0063,2024-01-19,Oil change,James Chen,Performed cooling system service,Bearing kit,6.0,21048.87,Completed successfully
MCE-0090,2024-01-19,Blade adjustment,James Chen,Performed emergency repair,Blade components,3.6,2962.35,Completed successfully
MCE-0013,2024-01-17,Vibration sensor calibration,James Chen,Performed cooling system service,Sensor module,6.4,1603.31,Completed successfully
MCE-0039,2024-01-16,Blade adjustment,Michael O'Donnell,Performed oil change,Sensor module,3.8,13458.65,Completed successfully
MCE-0063,2024-01-15,Cooling system service,Emma Thompson,Performed scheduled inspection,Bearing kit,1.8,6793.88,Completed successfully
MCE-0065,2024-01-08,Inverter firmware update,Emma Thompson,Performed emergency repair,None,1.6,9273.52,Completed successfully
MCE-0006,2024-01-06,Emergency repair,Michael O'Donnell,Performed vibration sensor calibration,None,7.5,15068.86,Completed successfully
MCE-0065,2024-01-03,Emergency repair,David Martinez,Performed bearing replacement,Sensor module,3.2,4291.73,Completed successfully
MCE-0036,2024-01-03,Bearing replacement,James Chen,Performed blade adjustment,Sensor module,7.4,7923.89,Completed successfully
MCE-0024,2024-01-01,Scheduled inspection,Emma Thompson,Performed vibration sensor calibration,Sensor module,5.5,13888.38,Completed successfully
MCE-0097,2023-12-31,Emergency repair,David Martinez,Performed emergency repair,Bearing kit,2.1,10012.41,Completed successfully
MCE-0006,2023-12-31,Inverter firmware update,Michael O'Donnell,Performed emergency repair,None,7.4,14311.03,Completed successfully
MCE-0037,2023-12-30,Oil change,Michael O'Donnell,Performed scheduled inspection,None,1.6,19563.91,Completed successfully
MCE-0013,2023-12-27,Blade adjustment,David Martinez,Performed cooling system service,None,4.6,9264.94,Completed successfully
MCE-0085,2023-12-25,Inverter firmware update,Sarah Williams,Performed bearing replacement,Sensor module,7.1,13428.75,Completed successfully
MCE-0046,2023-12-23,Inverter firmware update,Michael O'Donnell,Performed bearing replacement,None,1.1,22385.88,Completed successfully
MCE-0028,2023-12-23,Cooling system service,James Chen,Performed cooling system service,Oil filter,6.4,11480.78,Completed successfully
MCE-0059,2023-12-22,Oil change,James Chen,Performed oil change,Bearing kit,3.0,16111.36,Completed successfully
MCE-0095,2023-12-21,Bearing replacement,James Chen,Performed cooling system service,Blade components,2.6,8793.33,Follow-up required
MCE-0019,2023-12-15,Bearing replacement,Sarah Williams,Performed blade adjustment,Blade components,0.9,1170.95,Completed successfully
MCE-0027,2023-12-13,Blade adjustment,Sarah Williams,Performed scheduled inspection,Blade components,6.6,5457.74,Completed successfully
MCE-0081,2023-12-08,Scheduled inspection,Michael O'Donnell,Performed blade adjustment,Sensor module,3.6,22116.41,Follow-up required
MCE-0031,2023-12-07,Blade adjustment,Sarah Williams,Performed emergency repair,None,7.3,2540.89,Completed successfully
MCE-0017,2023-12-06,Inverter firmware update,David Martinez,Performed vibration sensor calibration,Blade components,1.9,11877.88,Follow-up required
MCE-0058,2023-12-03,Cooling system service,Emma Thompson,Performed oil change,Oil filter,2.6,2376.42,Completed successfully
MCE-0099,2023-11-29,Cooling system service,Michael O'Donnell,Performed blade adjustment,Sensor module,7.1,21209.07,Completed successfully
MCE-0049,2023-11-28,Inverter firmware update,David Martinez,Performed vibration sensor calibration,Oil filter,1.9,9643.26,Completed successfully
MCE-0036,2023-11-27,Vibration sensor calibration,James Chen,Performed cooling system service,Oil filter,0.6,24221.9,Completed successfully
MCE-0033,2023-11-26,Vibration sensor calibration,Michael O'Donnell,Performed vibration sensor calibration,Blade components,3.4,4684.97,Completed successfully
MCE-0020,2023-11-24,Blade adjustment,Michael O'Donnell,Performed cooling system service,None,7.7,14106.74,Completed successfully
MCE-0067,2023-11-21,Blade adjustment,Sarah Williams,Performed scheduled inspection,Sensor module,6.4,19546.81,Completed successfully
MCE-0066,2023-11-19,Vibration sensor calibration,Sarah Williams,Performed emergency repair,Oil filter,4.7,20930.68,Completed successfully
MCE-0070,2023-11-17,Cooling system service,Sarah Williams,Performed emergency repair,Oil filter,4.6,7941.2,Completed successfully
MCE-0031,2023-11-15,Blade adjustment,James Chen,Performed scheduled inspection,Sensor module,5.2,8502.62,Completed successfully
MCE-0020,2023-11-14,Vibration sensor calibration,Sarah Williams,Performed bearing replacement,Bearing kit,2.2,13779.97,Completed successfully
MCE-0056,2023-11-12,Bearing replacement,James Chen,Performed scheduled inspection,None,5.0,5867.05,Completed successfully
MCE-0099,2023-11-11,Vibration sensor calibration,Sarah Williams,Performed oil change,Blade components,6.5,9589.37,Completed successfully
MCE-0073,2023-11-10,Inverter firmware update,Emma Thompson,Performed bearing replacement,Oil filter,5.8,22313.73,Completed successfully
MCE-0077,2023-11-10,Scheduled inspection,Michael O'Donnell,Performed cooling system service,Bearing kit,7.7,9352.01,Completed successfully
MCE-0073,2023-11-06,Oil change,Emma Thompson,Performed inverter firmware update,None,2.9,16860.6,Completed successfully
MCE-0066,2023-11-05,Emergency repair,Emma Thompson,Performed oil change,Sensor module,5.0,5838.26,Completed successfully
MCE-0030,2023-11-04,Inverter firmware update,Emma Thompson,Performed inverter firmware update,Bearing kit,5.0,18243.4,Completed successfully
MCE-0028,2023-11-03,Blade adjustment,Emma Thompson,Performed blade adjustment,None,5.5,20402.92,Completed successfully
MCE-0053,2023-11-01,Emergency repair,Sarah Williams,Performed bearing replacement,Blade components,0.5,13145.87,Completed successfully
MCE-0076,2023-10-29,Oil change,James Chen,Performed inverter firmware update,None,4.1,16632.32,Completed successfully
MCE-0091,2023-10-29,Bearing replacement,James Chen,Performed scheduled inspection,None,4.2,5313.01,Completed successfully
MCE-0076,2023-10-27,Oil change,Michael O'Donnell,Performed emergency repair,Oil filter,4.6,5123.22,Completed successfully
MCE-0030,2023-10-25,Inverter firmware update,David Martinez,Performed bearing replacement,Oil filter,4.4,5379.48,Completed successfully
MCE-0096,2023-10-22,Oil change,Emma Thompson,Performed oil change,Oil filter,3.0,19094.13,Completed successfully
MCE-0088,2023-10-22,Oil change,Sarah Williams,Performed cooling system service,None,5.1,14955.21,Completed successfully
MCE-0028,2023-10-17,Blade adjustment,James Chen,Performed oil change,Blade components,2.9,19057.55,Completed successfully
MCE-0053,2023-10-17,Cooling system service,Michael O'Donnell,Performed vibration sensor calibration,Oil filter,1.6,21464.23,Completed successfully
MCE-0078,2023-10-17,Bearing replacement,James Chen,Performed inverter firmware update,Sensor module,5.8,24142.44,Completed successfully
MCE-0088,2023-10-16,Oil change,James Chen,Performed vibration sensor calibration,None,3.5,24179.21,Completed successfully
MCE-0067,2023-10-15,Emergency repair,James Chen,Performed emergency repair,Blade components,5.0,11852.65,Completed successfully
MCE-0033,2023-10-14,Vibration sensor calibration,David Martinez,Performed inverter firmware update,Bearing kit,6.2,14565.31,Completed successfully
MCE-0058,2023-10-12,Bearing replacement,David Martinez,Performed inverter firmware update,Blade components,4.7,24838.83,Completed successfully
MCE-0060,2023-10-08,Scheduled inspection,James Chen,Performed vibration sensor calibration,Oil filter,6.2,23527.72,Completed successfully
MCE-0002,2023-10-02,Cooling system service,James Chen,Performed vibration sensor calibration,Sensor module,3.5,570.7,Completed successfully
